premise,hypothesis,label
oh yeah before they started all this stuff,They were doing something illegal before they started all this stuff .,1
During the comment period APHIS also held four public hearings at which both oral and written comments were received .,The APHIS held more than three public hears during the comment period .,0
Its spacious grounds are a magnificent example of the strolling gardens favored during the Edo period .,"In the Edo period , gardens were favored and built on spacious grounds .",0
Additional circumstances associated with public safety and security concerns could also justify the exclusion of certain information in the report .,The information excluded was in regards to individuals who were working for the government in hostile areas .,1
"How terrible it is to reach the end of one 's life , Monet had written in 1899 , after the death of the landscapist Alfred Sisley .",Monet wrote about the tragedy that is reaching the end of one 's own life .,0
and so um yeah uh yeah i guess i usually do i like to cook um heavy sauces and um,I generally like to prepare heavy sauces .,0
that could be it could be it,"No , that couldn 't be .",2
Leather Goods .,Genuine Leather Goods .,0
"City Residential , Business All Businessb and Mixed Rural Park & amp ; Total All Foot Curb Loop Total",There is city residential and business zoning in Chicago .,1
LSC 's State Planning Initiative is premised on the belief that LSC-funded programs,LSC gives out no funding .,2
oh that 's a nightmare,This reminded me of many past tragedies .,1
"Then , by Heaven , snarled the Russian , "" we will see "" But Mrs. Vandemeyer also rose to her feet , her eyes flashing .",Mrs. Vandemeyer is unable to stand on her feet .,2
Core competencies and supporting The agencies identified core competencies and supporting behaviors for senior executives to follow that are intended to contribute to their agencies ' achievement of performance goals .,Agencies have a set of performance goals that senior executives should help achieve .,0
"For those who like other horse-riding activities , there is also an equestrian center that organizes exhilarating rides on the beach and trips along guided trails through the surrounding hills .",Horses are not allowed on any beaches locally .,2
Now we accept our standing and limitations .,One of the limitations was that they couldn 't use weapons .,1
and i 'm sitting there thinking to myself uh-huh sure,I was so tired of all of these back and forths .,1
"It sure is , drawled Tuppence , "" especially when old man Rysdale backs the bill .",""" Old man Rysdale backs the bill , "" Tuppence stated .",0
"On the other hand , Mrs. Inglethorp had no candlestick in the room , only a readinglamp . """,Mrs. Inglethorp had lots of candles in her room .,2
The Kal pushed Ca 'daan aside with one powerful hand .,Ca 'daan was pushed aside and knocked to the ground by the Kal 's powerful hand .,1
i don 't know i think they 'll go i think they 'll they 're good but they 're not great but i think they 'll,I don 't think they 'll go because they 're a lousy team .,2
restoration to his home i think that was called back because of all the flack they received but but that 's the another one of the big examples of why we 're in such dilemma,Everyone gave them accolades .,2
